"","위도","경도","공장규모","종업원수","중분류항목명","예상세탁량"
"548",36.3916975988,127.4088849983,"소기업",28,"전기장비 제조업",11.8432559967041
"549",36.4246563647,127.4026815226,"소기업",8,"화학 물질 및 화학제품 제조업; 의약품 제외",4.33021116256714
"550",36.3401216664,127.3937989624,"소기업",13,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"551",36.3683682376,127.3420015374,"소기업",8,"화학 물질 및 화학제품 제조업; 의약품 제외",4.33021116256714
"552",36.374720767,127.3163677496,"소기업",2,"의료, 정밀, 광학 기기 및 시계 제조업",4.33021116256714
"553",36.4283490377,127.3957886842,"소기업",1,"기타 기계 및 장비 제조업",4.33021116256714
"554",36.2273704406,127.3109841443,"소기업",6,"고무 및 플라스틱제품 제조업",4.33021116256714
"555",36.4221875393,127.4022265423,"소기업",23,"의료, 정밀, 광학 기기 및 시계 제조업",11.8432559967041
"556",36.4195296997,127.4078169325,"소기업",4,"의료, 정밀, 광학 기기 및 시계 제조업",4.33021116256714
"557",36.3392832544,127.3155290872,"소기업",4,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"558",36.3877102402,127.3636727525,"소기업",9,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"559",36.3683781989,127.4089157138,"중기업",142,"화학 물질 및 화학제품 제조업; 의약품 제외",47.1060485839844
"560",36.3290839747,127.3947511153,"소기업",12,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"561",36.3545746535,127.4330417277,"소기업",5,"화학 물질 및 화학제품 제조업; 의약품 제외",4.33021116256714
"562",36.4131700727,127.4108989119,"소기업",2,"기타 기계 및 장비 제조업",4.33021116256714
"563",36.3683682376,127.3420015374,"소기업",4,"화학 물질 및 화학제품 제조업; 의약품 제외",4.33021116256714
"564",36.39995332,127.4202708456,"소기업",4,"금속 가공제품 제조업; 기계 및 가구 제외",4.33021116256714
"565",36.4220642694,127.4100134682,"소기업",4,"기타 기계 및 장비 제조업",4.33021116256714
"566",36.3870553337,127.3645977958,"소기업",51,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",39.0618324279785
"567",36.4354095468,127.392103837,"중기업",165,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",47.1060485839844
"568",36.4189948213,127.4074055949,"소기업",14,"의료, 정밀, 광학 기기 및 시계 제조업",4.33021116256714
"569",36.3878717781,127.404119018,"소기업",26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",11.8432559967041
"570",36.4240664028,127.4061316752,"대기업",43,"의료, 정밀, 광학 기기 및 시계 제조업",37.9835548400879
"571",36.3682827819,127.3569819242,"소기업",6,"의료용 물질 및 의약품 제조업",4.33021116256714
"572",36.4117727547,127.4109955737,"소기업",17,"의료, 정밀, 광학 기기 및 시계 제조업",4.33021116256714
"573",36.3620305949,127.4473256152,"소기업",5,"전기장비 제조업",4.33021116256714
"574",36.4293240161,127.3907789736,"소기업",2,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"575",36.4293240161,127.3907789736,"소기업",5,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"576",36.4293240161,127.3907789736,"소기업",8,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"577",36.4210432115,127.4099988454,"소기업",46,"기타 기계 및 장비 제조업",39.6164283752441
"578",36.4283490377,127.3957886842,"소기업",3,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"579",36.3946008938,127.3992949112,"소기업",8,"의료, 정밀, 광학 기기 및 시계 제조업",4.33021116256714
"580",36.4051046622,127.3777888914,"소기업",6,"전기장비 제조업",4.33021116256714
"581",36.4216011869,127.4057057109,"소기업",8,"기타 기계 및 장비 제조업",4.33021116256714
"582",36.3914396883,127.4084361278,"소기업",8,"고무 및 플라스틱제품 제조업",4.33021116256714
"583",36.4291821194,127.3966706553,"소기업",22,"의료, 정밀, 광학 기기 및 시계 제조업",11.8432559967041
"584",36.3168113135,127.465771144,"소기업",4,"전기장비 제조업",4.33021116256714
"585",36.4268633409,127.3992921187,"소기업",6,"가구 제조업",4.33021116256714
"586",36.4279057754,127.3943119941,"소기업",0,"전기장비 제조업",4.33021116256714
"587",36.2910639308,127.3807311119,"소기업",9,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"588",36.3998586562,127.3889197157,"소기업",41,"의료, 정밀, 광학 기기 및 시계 제조업",39.6164283752441
"589",36.3689363035,127.4075415839,"중기업",70,"1차 금속 제조업",47.1060485839844
"590",36.364132655,127.4082141532,"중기업",150,"1차 금속 제조업",47.1060485839844
"591",36.3622799993,127.4064772381,"중기업",50,"1차 금속 제조업",44.6921691894531
"592",36.4227488483,127.4035695253,"소기업",8,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"593",36.4227488483,127.4035695253,"소기업",6,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"594",36.3735675386,127.4151757373,"소기업",1,"기타 기계 및 장비 제조업",4.33021116256714
"595",36.4219651893,127.4047697307,"소기업",33,"기타 기계 및 장비 제조업",12.6512308120728
"596",36.4255367543,127.3983972543,"소기업",15,"기타 기계 및 장비 제조업",4.33021116256714
"597",36.3780644356,127.3357642733,"중기업",321,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",47.1060485839844
"598",36.4340117511,127.3912533584,"소기업",30,"기타 기계 및 장비 제조업",12.6512308120728
"599",36.3697918339,127.402556718,"소기업",3,"의료, 정밀, 광학 기기 및 시계 제조업",4.33021116256714
"600",36.4324105236,127.3949883997,"소기업",2,"전기장비 제조업",4.33021116256714
"601",36.4427992023,127.4011500678,"소기업",4,"전기장비 제조업",4.33021116256714
"602",36.356338866,127.4144180903,"소기업",22,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",11.8432559967041
"603",36.3941502707,127.355529948,"소기업",39,"기타 기계 및 장비 제조업",40.5766067504883
"604",36.4401717005,127.3992108375,"소기업",4,"금속 가공제품 제조업; 기계 및 가구 제외",4.33021116256714
"605",36.4283490377,127.3957886842,"소기업",0,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"606",36.4002323606,127.3881470521,"소기업",8,"기타 기계 및 장비 제조업",4.33021116256714
"607",36.438084428,127.4130919343,"소기업",11,"화학 물질 및 화학제품 제조업; 의약품 제외",4.33021116256714
"608",36.3913993308,127.4072705822,"소기업",20,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",8.12892055511475
"609",36.3496427651,127.4110323969,"소기업",6,"금속 가공제품 제조업; 기계 및 가구 제외",4.33021116256714
"610",36.2731389387,127.4651706018,"소기업",7,"가구 제조업",4.33021116256714
"611",36.443511214,127.3988895429,"소기업",1,"화학 물질 및 화학제품 제조업; 의약품 제외",4.33021116256714
"612",36.2507853679,127.3393237005,"소기업",7,"기타 기계 및 장비 제조업",4.33021116256714
"613",36.4289075556,127.3899622649,"소기업",15,"기타 기계 및 장비 제조업",4.33021116256714
"614",36.4293240161,127.3907789736,"소기업",0,"금속 가공제품 제조업; 기계 및 가구 제외",4.33021116256714
"615",36.3529898663,127.4062741906,"소기업",2,"기타 기계 및 장비 제조업",4.33021116256714
"616",36.4173323035,127.4126951195,"소기업",33,"기타 기계 및 장비 제조업",12.6512308120728
"617",36.4234318665,127.4040945814,"소기업",5,"전기장비 제조업",4.33021116256714
"618",36.373777326,127.3333694526,"소기업",26,"전기장비 제조업",11.8432559967041
"619",36.4369401446,127.4068695772,"소기업",10,"섬유제품 제조업; 의복 제외",18.0353889465332
"620",36.3367139844,127.4312064801,"소기업",11,"기타 제품 제조업",4.33021116256714
"621",36.3680153848,127.4176695359,"소기업",23,"식료품 제조업",25.7668495178223
"622",36.3518808192,127.3813270481,"소기업",7,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"623",36.396347924,127.3521322317,"소기업",25,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",11.8432559967041
"624",36.4000281022,127.3900445556,"소기업",15,"의료, 정밀, 광학 기기 및 시계 제조업",4.33021116256714
"625",36.3655451869,127.372454738,"소기업",8,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"626",36.3622279338,127.4474025103,"소기업",4,"의료, 정밀, 광학 기기 및 시계 제조업",4.33021116256714
"627",36.3637371989,127.4220192217,"소기업",6,"전문 서비스업",4.33021116256714
"628",36.4131700727,127.4108989119,"소기업",7,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"629",36.4279057754,127.3943119941,"소기업",7,"전기장비 제조업",4.33021116256714
"630",36.2796995907,127.4657162875,"소기업",8,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"631",36.4189948213,127.4074055949,"소기업",14,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"632",36.2729864005,127.4653708036,"소기업",4,"기타 기계 및 장비 제조업",4.33021116256714
"633",36.3995582221,127.3907648912,"소기업",2,"전기장비 제조업",4.33021116256714
"634",36.4136352941,127.4116983191,"소기업",14,"전기장비 제조업",4.33021116256714
"635",36.4139225078,127.4123997947,"소기업",8,"기타 기계 및 장비 제조업",4.33021116256714
"636",36.4246563647,127.4026815226,"소기업",3,"화학 물질 및 화학제품 제조업; 의약품 제외",4.33021116256714
"637",36.4389962498,127.4118581154,"소기업",11,"기타 기계 및 장비 제조업",4.33021116256714
"638",36.3931511321,127.3526462663,"소기업",21,"의료, 정밀, 광학 기기 및 시계 제조업",12.1433534622192
"639",36.4246563647,127.4026815226,"소기업",5,"기타 기계 및 장비 제조업",4.33021116256714
"640",36.428064089,127.4254258464,"소기업",5,"금속 가공제품 제조업; 기계 및 가구 제외",4.33021116256714
"641",36.4116500056,127.41264488,"소기업",16,"의료, 정밀, 광학 기기 및 시계 제조업",4.33021116256714
"642",36.4293240161,127.3907789736,"소기업",0,"의료, 정밀, 광학 기기 및 시계 제조업",4.33021116256714
"643",36.4399850099,127.4210526308,"소기업",10,"전기장비 제조업",4.33021116256714
"644",36.4291936568,127.4084830423,"소기업",12,"화학 물질 및 화학제품 제조업; 의약품 제외",4.33021116256714
"645",36.4400147079,127.3998332711,"소기업",8,"고무 및 플라스틱제품 제조업",4.33021116256714
"646",36.3359092205,127.4146056798,"소기업",3,"기타 제품 제조업",4.33021116256714
"647",36.4291936568,127.4084830423,"소기업",15,"화학 물질 및 화학제품 제조업; 의약품 제외",4.33021116256714
"648",36.3917026296,127.4084418503,"소기업",8,"전기장비 제조업",4.33021116256714
"649",36.3484052368,127.4137846165,"소기업",18,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"650",36.4232143076,127.4039134812,"소기업",0,"기타 기계 및 장비 제조업",4.33021116256714
"651",36.4208330964,127.4049709182,"소기업",35,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",12.6512308120728
"652",36.4208330964,127.4049709182,"소기업",26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",11.8432559967041
"653",36.4240664028,127.4061316752,"중기업",52,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",44.6921691894531
"654",36.3914499874,127.4089816767,"소기업",156,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",41.4757118225098
"655",36.3766676175,127.3590075658,"소기업",5,"의료용 물질 및 의약품 제조업",4.33021116256714
"656",36.2488299388,127.341927505,"소기업",3,"기타 기계 및 장비 제조업",4.33021116256714
"657",36.4125451886,127.409723504,"소기업",9,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"658",36.438084428,127.4130919343,"소기업",5,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"659",36.4181928235,127.4095020698,"소기업",26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",11.8432559967041
"660",36.3925756156,127.3603255297,"소기업",31,"기타 운송장비 제조업",20.0752983093262
"661",36.4293240161,127.3907789736,"소기업",7,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"662",36.3600037598,127.4163091044,"소기업",2,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"663",36.4185181416,127.4093186866,"소기업",8,"전기장비 제조업",4.33021116256714
"664",36.3220413357,127.4622544659,"중기업",68,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",47.1060485839844
"665",36.4298386637,127.39133122,"소기업",11,"의료, 정밀, 광학 기기 및 시계 제조업",4.33021116256714
"666",36.3690210821,127.4088139995,"소기업",9,"전기장비 제조업",4.33021116256714
"667",36.4240664028,127.4061316752,"소기업",0,"전기장비 제조업",4.33021116256714
"668",36.4324105236,127.3949883997,"소기업",3,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"669",36.4293240161,127.3907789736,"소기업",25,"전기장비 제조업",11.8432559967041
"670",36.414339276,127.4097880049,"소기업",12,"기타 기계 및 장비 제조업",4.33021116256714
"671",36.4268633409,127.3992921187,"소기업",6,"기타 기계 및 장비 제조업",4.33021116256714
"672",36.4232563831,127.4073645204,"소기업",13,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",4.33021116256714
"673",36.438084428,127.4130919343,"소기업",4,"전기장비 제조업",4.33021116256714
"674",36.4283034122,127.4256352384,"소기업",2,"자동차 및 트레일러 제조업",7.31134748458862
"675",36.3995582221,127.3907648912,"소기업",1,"화학 물질 및 화학제품 제조업; 의약품 제외",4.33021116256714
"676",36.4240664028,127.4061316752,"소기업",4,"전기장비 제조업",4.33021116256714
"677",36.2206392053,127.4372475694,"소기업",12,"금속 가공제품 제조업; 기계 및 가구 제외",4.33021116256714
"678",36.4293240161,127.3907789736,"소기업",13,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"679",36.4324105236,127.3949883997,"소기업",9,"의료, 정밀, 광학 기기 및 시계 제조업",4.33021116256714
"680",36.4495460619,127.4035397435,"소기업",5,"섬유제품 제조업; 의복 제외",18.0353889465332
"681",36.4260664795,127.399712005,"소기업",10,"기타 기계 및 장비 제조업",4.33021116256714
"682",36.4189948213,127.4074055949,"소기업",4,"전기장비 제조업",4.33021116256714
"683",36.4240664028,127.4061316752,"소기업",5,"전기장비 제조업",4.33021116256714
"684",36.3643223276,127.3740885061,"소기업",12,"기타 기계 및 장비 제조업",4.33021116256714
"685",36.4283490377,127.3957886842,"소기업",5,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"686",36.4311526304,127.3909517372,"소기업",6,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"687",36.438084428,127.4130919343,"소기업",12,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"688",36.3926953085,127.3537474781,"소기업",5,"기타 기계 및 장비 제조업",4.33021116256714
"689",36.4389783706,127.410377015,"소기업",18,"의료, 정밀, 광학 기기 및 시계 제조업",4.33021116256714
"690",36.4252989363,127.4046415135,"소기업",25,"의료, 정밀, 광학 기기 및 시계 제조업",11.8432559967041
"691",36.4380459836,127.4086828937,"소기업",19,"자동차 및 트레일러 제조업",7.31134748458862
"692",36.4179450676,127.4122073163,"소기업",47,"기타 기계 및 장비 제조업",43.1166076660156
"693",36.3843844288,127.3590098235,"소기업",4,"기타 기계 및 장비 제조업",4.33021116256714
"694",36.4330276928,127.3904793674,"소기업",34,"기타 기계 및 장비 제조업",12.6512308120728
"695",36.4452786185,127.4367739707,"소기업",13,"금속 가공제품 제조업; 기계 및 가구 제외",4.33021116256714
"696",36.4293240161,127.3907789736,"소기업",46,"전기장비 제조업",39.6164283752441
"697",36.4240664028,127.4061316752,"소기업",6,"의료, 정밀, 광학 기기 및 시계 제조업",4.33021116256714
"698",36.4170992102,127.4099108804,"소기업",7,"전기장비 제조업",4.33021116256714
"699",36.3782271197,127.3035598192,"소기업",22,"전기장비 제조업",11.8432559967041
"700",36.3284446422,127.4203200599,"소기업",10,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"701",36.4240664028,127.4061316752,"소기업",5,"기타 기계 및 장비 제조업",4.33021116256714
"702",36.4281521459,127.3972503089,"소기업",28,"금속 가공제품 제조업; 기계 및 가구 제외",11.8432559967041
"703",36.3869912672,127.3953337604,"소기업",24,"의료용 물질 및 의약품 제조업",11.8432559967041
"704",36.3787967885,127.3671700459,"중기업",215,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",47.1060485839844
"705",36.4324105236,127.3949883997,"소기업",7,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"706",36.4120898333,127.4116093322,"소기업",2,"화학 물질 및 화학제품 제조업; 의약품 제외",4.33021116256714
"707",36.4293240161,127.3907789736,"소기업",4,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"708",36.4195296997,127.4078169325,"소기업",21,"기타 기계 및 장비 제조업",12.1433534622192
"709",36.4240664028,127.4061316752,"소기업",7,"의료, 정밀, 광학 기기 및 시계 제조업",4.33021116256714
"710",36.4240664028,127.4061316752,"소기업",4,"기타 기계 및 장비 제조업",4.33021116256714
"711",36.4324105236,127.3949883997,"소기업",3,"기타 기계 및 장비 제조업",4.33021116256714
"712",36.4240664028,127.4061316752,"소기업",13,"의료, 정밀, 광학 기기 및 시계 제조업",4.33021116256714
"713",36.4232563831,127.4073645204,"소기업",5,"의료, 정밀, 광학 기기 및 시계 제조업",4.33021116256714
"714",36.4329238905,127.4229095704,"소기업",12,"화학 물질 및 화학제품 제조업; 의약품 제외",4.33021116256714
"715",36.4335980758,127.3909635547,"소기업",9,"기타 기계 및 장비 제조업",4.33021116256714
"716",36.4240664028,127.4061316752,"소기업",8,"의료, 정밀, 광학 기기 및 시계 제조업",4.33021116256714
"717",36.3186841804,127.3819963512,"소기업",5,"의복, 의복 액세서리 및 모피제품 제조업",4.33021116256714
"718",36.4387416432,127.3958837214,"소기업",35,"비금속 광물제품 제조업",12.6512308120728
"719",36.4240664028,127.4061316752,"소기업",5,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"720",36.4274652982,127.3937078166,"소기업",5,"전기장비 제조업",4.33021116256714
"721",36.439142725,127.4116646038,"소기업",9,"기타 기계 및 장비 제조업",4.33021116256714
"722",36.4387416432,127.3958837214,"소기업",8,"의료, 정밀, 광학 기기 및 시계 제조업",4.33021116256714
"723",36.4240664028,127.4061316752,"소기업",4,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"724",36.4146426102,127.4072585474,"중기업",55,"기타 기계 및 장비 제조업",47.1060485839844
"725",36.4293240161,127.3907789736,"소기업",3,"금속 가공제품 제조업; 기계 및 가구 제외",4.33021116256714
"726",36.4283490377,127.3957886842,"소기업",9,"기타 기계 및 장비 제조업",4.33021116256714
"727",36.4240664028,127.4061316752,"소기업",14,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"728",36.4151258125,127.4110726661,"소기업",28,"전기장비 제조업",11.8432559967041
"729",36.4139225078,127.4123997947,"소기업",3,"전기장비 제조업",4.33021116256714
"730",36.4293240161,127.3907789736,"소기업",0,"기타 기계 및 장비 제조업",4.33021116256714
"731",36.3004347596,127.44567004,"소기업",10,"펄프, 종이 및 종이제품 제조업",4.33021116256714
"732",36.4157588404,127.4096682443,"소기업",4,"기타 기계 및 장비 제조업",4.33021116256714
"733",36.3184509051,127.4028738426,"소기업",7,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"734",36.4337683425,127.3916945467,"소기업",9,"화학 물질 및 화학제품 제조업; 의약품 제외",4.33021116256714
"735",36.4511230015,127.407465454,"소기업",6,"기타 기계 및 장비 제조업",4.33021116256714
"736",36.3418107508,127.4266391348,"소기업",15,"기타 제품 제조업",4.33021116256714
"737",36.366017859,127.4082808275,"소기업",16,"목재 및 나무제품 제조업; 가구 제외",4.33021116256714
"738",36.4120319581,127.4123466539,"소기업",6,"전기장비 제조업",4.33021116256714
"739",36.4195699793,127.4091610789,"소기업",6,"기타 기계 및 장비 제조업",4.33021116256714
"740",36.3936701037,127.3556893861,"소기업",1,"화학 물질 및 화학제품 제조업; 의약품 제외",4.33021116256714
"741",36.2963230745,127.3785117651,"소기업",35,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",12.6512308120728
"742",36.4240664028,127.4061316752,"소기업",9,"화학 물질 및 화학제품 제조업; 의약품 제외",4.33021116256714
"743",36.4486697129,127.4009640077,"소기업",25,"고무 및 플라스틱제품 제조업",11.8432559967041
"744",36.4240664028,127.4061316752,"소기업",11,"전기장비 제조업",4.33021116256714
"745",36.3946008938,127.3992949112,"소기업",15,"자동차 및 트레일러 제조업",7.31134748458862
"746",36.4301196015,127.3949300675,"소기업",14,"화학 물질 및 화학제품 제조업; 의약품 제외",4.33021116256714
"747",36.4324541211,127.391711809,"소기업",5,"화학 물질 및 화학제품 제조업; 의약품 제외",4.33021116256714
"748",36.4458943982,127.3970857617,"소기업",16,"의료, 정밀, 광학 기기 및 시계 제조업",4.33021116256714
"749",36.3862042062,127.3638203264,"소기업",8,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"750",36.4319508652,127.3899091253,"소기업",2,"의료, 정밀, 광학 기기 및 시계 제조업",4.33021116256714
"751",36.4350739374,127.42284261,"소기업",3,"기타 기계 및 장비 제조업",4.33021116256714
"752",36.3365755496,127.4310105729,"소기업",8,"전기장비 제조업",4.33021116256714
"753",36.336447851,127.4250983015,"소기업",0,"화학 물질 및 화학제품 제조업; 의약품 제외",4.33021116256714
"754",36.4324105236,127.3949883997,"소기업",4,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"755",36.3610863513,127.3447749791,"소기업",5,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"756",36.369831468,127.4172444389,"소기업",4,"금속 가공제품 제조업; 기계 및 가구 제외",4.33021116256714
"757",36.4283490377,127.3957886842,"소기업",5,"금속 가공제품 제조업; 기계 및 가구 제외",4.33021116256714
"758",36.4448005592,127.4255447509,"소기업",7,"섬유제품 제조업; 의복 제외",18.0353889465332
"759",36.3432517781,127.4103877051,"소기업",5,"기타 기계 및 장비 제조업",4.33021116256714
"760",36.4298825787,127.4064017312,"소기업",23,"의료, 정밀, 광학 기기 및 시계 제조업",11.8432559967041
"761",36.4289075556,127.3899622649,"소기업",16,"기타 기계 및 장비 제조업",4.33021116256714
"762",36.3439784761,127.3544629463,"소기업",8,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"763",36.3574184801,127.4145194062,"소기업",4,"전기장비 제조업",4.33021116256714
"764",36.3732783412,127.3332098639,"중기업",56,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",47.1060485839844
"765",36.3906771269,127.4085131708,"소기업",0,"기타 운송장비 제조업",11.7542724609375
"766",36.3701720877,127.41727679,"소기업",0,"금속 가공제품 제조업; 기계 및 가구 제외",4.33021116256714
"767",36.445459209,127.4198973282,"소기업",4,"전기장비 제조업",4.33021116256714
"768",36.4117727547,127.4109955737,"소기업",11,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"769",36.3649819108,127.406948687,"소기업",13,"기타 기계 및 장비 제조업",4.33021116256714
"770",36.4246563647,127.4026815226,"소기업",3,"의료, 정밀, 광학 기기 및 시계 제조업",4.33021116256714
"771",36.4293240161,127.3907789736,"소기업",4,"기타 기계 및 장비 제조업",4.33021116256714
"772",36.3993273072,127.3867058831,"소기업",13,"의료, 정밀, 광학 기기 및 시계 제조업",4.33021116256714
"773",36.4189948213,127.4074055949,"소기업",6,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"774",36.4212954238,127.4046429305,"소기업",7,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"775",36.29970904,127.456820623,"소기업",12,"펄프, 종이 및 종이제품 제조업",4.33021116256714
"776",36.4283382372,127.4241298693,"소기업",8,"금속 가공제품 제조업; 기계 및 가구 제외",4.33021116256714
"777",36.4377282953,127.4323063363,"소기업",3,"전기장비 제조업",4.33021116256714
"778",36.3515208207,127.4098228296,"소기업",4,"펄프, 종이 및 종이제품 제조업",4.33021116256714
"779",36.4157847965,127.4111096992,"소기업",20,"기타 기계 및 장비 제조업",8.12892055511475
"780",36.3367139844,127.4312064801,"소기업",3,"전기장비 제조업",4.33021116256714
"781",36.3621873266,127.4025740383,"소기업",2,"전기장비 제조업",4.33021116256714
"782",36.4246563647,127.4026815226,"소기업",5,"의료, 정밀, 광학 기기 및 시계 제조업",4.33021116256714
"783",36.4117727547,127.4109955737,"소기업",21,"기타 기계 및 장비 제조업",12.1433534622192
"784",36.4379667582,127.3968266629,"중기업",4,"섬유제품 제조업; 의복 제외",23.6657218933105
"785",36.4240664028,127.4061316752,"소기업",11,"화학 물질 및 화학제품 제조업; 의약품 제외",4.33021116256714
"786",36.3966776278,127.3529375268,"소기업",15,"의료, 정밀, 광학 기기 및 시계 제조업",4.33021116256714
"787",36.4293240161,127.3907789736,"소기업",6,"기타 운송장비 제조업",11.7542724609375
"788",36.4293240161,127.3907789736,"소기업",7,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"789",36.4324105236,127.3949883997,"소기업",4,"의료, 정밀, 광학 기기 및 시계 제조업",4.33021116256714
"790",36.414339276,127.4097880049,"소기업",10,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"791",36.431550835,127.3898828134,"소기업",11,"기타 기계 및 장비 제조업",4.33021116256714
"792",36.4491950317,127.4030680996,"소기업",5,"금속 가공제품 제조업; 기계 및 가구 제외",4.33021116256714
"793",36.3766676175,127.3590075658,"소기업",6,"식료품 제조업",18.2538032531738
"794",36.4240664028,127.4061316752,"소기업",7,"전기장비 제조업",4.33021116256714
"795",36.4185092468,127.4133396878,"소기업",7,"화학 물질 및 화학제품 제조업; 의약품 제외",4.33021116256714
"796",36.3346936251,127.4273717466,"소기업",4,"인쇄 및 기록매체 복제업",4.33021116256714
"797",36.4230431586,127.4214915813,"소기업",10,"비금속 광물제품 제조업",4.33021116256714
"798",36.4189948213,127.4074055949,"소기업",39,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",40.5766067504883
"799",36.4413177556,127.400353344,"소기업",2,"1차 금속 제조업",4.33021116256714
"800",36.33329384,127.4313820982,"소기업",31,"인쇄 및 기록매체 복제업",12.6512308120728
"801",36.4215155229,127.4217934203,"소기업",12,"금속 가공제품 제조업; 기계 및 가구 제외",4.33021116256714
"802",36.4335980758,127.3909635547,"소기업",12,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"803",36.290921988,127.377578426,"소기업",9,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.33021116256714
"804",36.4253716354,127.4218082557,"소기업",7,"기타 기계 및 장비 제조업",4.33021116256714
"805",36.3149529411,127.3333837239,"소기업",22,"비금속 광물제품 제조업",11.8432559967041
"806",36.3921189495,127.3134704122,"소기업",31,"의료, 정밀, 광학 기기 및 시계 제조업",12.6512308120728
"807",36.4324105236,127.3949883997,"소기업",22,"출판업",11.8432559967041
